,PLF924~1,
Raman shift [1/cm],Intensity,
68.662,9.07086,
65.751,3.4192514,
62.840,3.5518079,
59.930,6.3741448,
57.019,9.1944727,
54.109,7.8335175,
51.198,4.8153443,
48.288,0.64764977,
45.377,3.461162,
42.466,4.2127807,
39.556,3.625,
36.645,3.625,
33.735,4.1442485,
30.824,4.625,
27.914,4.625,
25.003,4.0023625,
22.092,3.3020954,
19.182,2.8767115,
16.271,10.571103,
13.361,63.778499,
10.450,151.25441,
7.539,259.49329,
4.629,120.85203,
1.718,-150.19476,
-1.192,-524.56138,
-4.103,-382.78212,
-7.013,-180.72114,
-9.924,1.625,
